Leon Vynehall + Oona Dahl 	1015 Folsom (San Francisco)	Sun: Jan 19, 2020 (8pm-1am)	tech house, progressive house, deep house	$12-20 | 21+		https://www.eventbrite.com/e/leon-vynehall-oona-dahl-at-1015-folsom-tickets-81432576027
Honey Soundsystem's Mlk Sunday: Liberation Dance 	Audio (San Francisco)	Sun: Jan 19, 2020 (9pm-4am)	house	$10-20 | 21+		https://www.residentadvisor.net/events/1328176
Ybn Cordae 	Cornerstone (Berkeley)	Fri: Jan 24, 2020 (8:30pm-11:30pm)	hip-hop	$20-75 | All ages	Cornerstone	https://www.eventbrite.com/e/ybn-cordae-tickets-80979863953
Lindsey Herbert, Victor Vega 	Underground (San Francisco)	Fri: Jan 24, 2020 (9pm-2am)	techno	$5 | 21+	Prox.Im.I.Ty	http://www.residentadvisor.net/events/1352441
Will Clarke (Open To Close) 	1015 Folsom (San Francisco)	Fri: Jan 24, 2020 (10pm-3am)	tech house, deep house	$15-25 | 21+		http://clarke1015-ra.eventbrite.com
Genix 	Halcyon (San Francisco)	Fri: Jan 24, 2020 (10pm-4am)	trance	$10-25 | 21+		https://www.eventbrite.com/e/genix-tickets-83685506603
Imagine - Wildflowers In Winter - Unity 20 Year Anniversary Rave: Jimni Cricket, DJ D, Elevener, Happy Kid Marty, J Power, Lunar, Michael Liu, Switchblade, Sychosis, Tracer 	BRIX 581 (Oakland)	Sat: Jan 25, 2020 (9pm-2am)	hardcore, drum and bass, house, trance, breaks, dubstep	$5-25 | 21+	Imagune Unity	https://wildflowersinwinter2020.eventbrite.com/
San Junipero - A Retrowave Party 	Rickshaw Stop (San Francisco)	Sat: Jan 25, 2020 (9pm-2am)	retrowave, synthwave	Free w/RSVP/$10 | 18+	Gbh	https://www.eventbrite.com/e/san-junipero-a-retrowave-party-free-wrsvp-first-50-ppl-tickets-83924770247
Karacus Marakus- Usa Showcase 	Danzhaus (San Francisco)	Sat: Jan 25, 2020 (9pm-6am)	psytrance, goa trance	$20 pre | 21+	Nicolo Pastor	https://www.facebook.com/events/2314246982160285/
J. Worra 	Audio (San Francisco)	Sat: Jan 25, 2020 (9:30pm-2am)	funky house, bass house, deep house	$10-20 | 21+		https://www.eventbrite.com/e/j-worra-tickets-79282577323
Polyglamorous Jan- Sassmouth 	F8 1192 Folsom (San Francisco)	Sat: Jan 25, 2020 (10pm-4am)	deep house, techno	$10-15 | 21+		https://www.eventbrite.com/e/polyglamorous-jan-sassmouth-tickets-84181297527
2020 Brunch Party Opener w/ Cut Snake 	Bergerac (San Francisco)	Sun: Jan 26, 2020 (1pm-6pm)	electro house, progressive house	$10-15 | 21+		https://www.tixr.com/groups/alldayallnight/events/2020-brunch-party-opener-w-cut-snake-16987
2nd Annual Sunday 'Winter' Bliss 	Lost & Found Beer Garden (Oakland)	Sun: Jan 26, 2020 (2pm-9pm)	deep house, soulful house, funky house	$10 | 21+	Sunday Bliss	https://www.facebook.com/events/306398696737177/
Black Tiger Sex Machine 	The Uc Theatre Taube Family Music Hall (Berkeley)	Thu: Jan 30, 2020 (9pm-12am)	dubstep, trap	$30 | All ages	The Uc Theatre	https://www.eventbrite.com/e/black-tiger-sex-machine-tickets-78676446369
Enamour 	Audio (San Francisco)	Fri: Jan 31, 2020 (9:30pm-2am)	progressive house, tech house	$10 | 21+		https://www.eventbrite.com/e/enamour-tickets-82880111645
Com Truise + Fm-84 (DJ Set) 	1015 Folsom (San Francisco)	Fri: Jan 31, 2020 (10pm-3am)	synthpop, downtempo, electro, IDM	$15-25 | 21+		https://www.eventbrite.com/e/com-truise-fm-84-at-1015-folsom-tickets-81404341577
Baynk 	Regency Ballroom (San Francisco)	Sat: Feb 1, 2020 (9pm)	house, pop EDM	$20-25 | 18+	Goldenvoice	https://www.axs.com/events/386278/baynk-tickets
Minnesota w/ Eastghost, Thelem, Abelation 	The Independent (San Francisco)	Sat: Feb 1, 2020 (9pm)	dubstep	$20 pre/$25 | 21+		https://www.ticketweb.com/event/minnesota-the-independent-tickets/10029205
Satori Presents: A Cure Celebration 	Club Satori (San Jose)	Sat: Feb 1, 2020 (9pm-1:30am)	goth, darkwave, new wave	$6 pre/$10 | 21+	Club Satori	https://www.facebook.com/events/2489832434594340/
Le Youth 	Audio (San Francisco)	Sat: Feb 1, 2020 (9:30pm-2am)	disco, house	$15-25 | 21+		https://www.eventbrite.com/e/le-youth-tickets-83067215277
Minnesota w/ Eastghost, Thelem & Thook 	Hopmonk Tavern Sebastopol (Sebastopol)	Sun: Feb 2, 2020 (8pm-1:30am)	dubstep		The Juke Joint	https://www.ticketfairy.com/event/minnesota-exit-reality-sebastopol-ca-02-02-2feb2020/?fbclid=IwAR3GpA-9QN9djm45W484_5x7arv1FQNOoq0ym3dOj_ddW4xGxzHkKzDufpY
Rynx 	Slim's (San Francisco)	Tue: Feb 4, 2020 (8pm-11:59pm)	future bass, trap, dubstep	$22.5 | All ages		https://www.eventbrite.com/e/rynx-tickets-80400695645
Tycho, Mild Minds 	Fox Theater (Oakland)	Wed: Feb 5, 2020 (8pm)	downtempo, IDM, house	$45 | 18+		https://www.ticketmaster.com/tycho-oakland-california-02-05-2020/event/1C00576FE21C70E2
Armin van Buuren: Balance Tour 	Bill Graham Civic Auditorium (San Francisco)	Sat: Feb 8, 2020 (5pm-12am)	trance, big room house	$55-65 | 18+	Insomniac	https://www.ticketmaster.com/event/1C00574EC7016F7F
Dive - 3 Decades Anniversary Tour 	Elbo Room Jack London (Oakland)	Sat: Feb 8, 2020 (9pm-1am)	dark electro, darkwave	$20 | 21+	Bodyshock	https://www.eventbrite.com/e/dive-3-decades-anniversary-tour-in-oakland-tickets-79288603347
Wax Motif 	August Hall (San Francisco)	Sat: Feb 8, 2020 (10pm)	g-house, bass house, nu-disco	$24 | 21+		https://www.ticketweb.com/event/wax-motif-at-august-hall-august-hall-tickets/10091455
Sango 	The Uc Theatre Taube Family Music Hall (Berkeley)	Sat: Feb 8, 2020 (10pm-1am)	hip-hop	$27.50-32.50 | All ages	The Uc Theatre	https://www.eventbrite.com/e/sango-tickets-76837088801
Saturday Night Afters: Keith Mackenzie, Charlotte the Baroness, Mike Bledsoe 	The Endup (San Francisco)	Sun: Feb 9, 2020 (2am-6am)	breaks, house	21+	Housebroken Events	https://www.facebook.com/events/783136062122279/
Ekali - A World Away Tour 	Arcata Theatre Lounge (Arcata)	Wed: Feb 12, 2020 (9pm-1:30am)	trap, future bass	$15-65 | 21+	World Famous Productions	https://ekali-arcata.eventbrite.com/
David August Presents The Life Of Merisi 	August Hall (San Francisco)	Thu: Feb 13, 2020 (9pm)	live pa, techno	$25 | 21+		https://www.ticketweb.com/event/david-august-presents-the-life-august-hall-tickets/10049105
Little People, Frameworks, Yppah 	Starline Social Club Ballroom (Oakland)	Fri: Feb 14, 2020 (8:30pm-1:30am)	downtempo, hip-hop	$16 | 21+	Starline Social Club	https://www.eventbrite.com/e/little-people-frameworks-yppah-tickets-76383311541
Jvna 	Regency Ballroom (San Francisco)	Fri: Feb 14, 2020 (9pm)	pop EDM, future bass, trap	$25+ | 18+	Goldenvoice	https://www.axs.com/events/388084/jvna-tickets
Squish: T4t Luv Nrg (Octo Octa b2b Eris Drew - All Night) 	Public Works (San Francisco)	Fri: Feb 14, 2020 (9pm-3am)	house, techno, breaks	$15 | 21+	Squish SF	https://www.residentadvisor.net/events/1346509
Rhythm Method - Saturday Night Afters: Andrew Emil, Jack Richards, Mike Bledsoe 	The Endup (San Francisco)	Sun: Feb 16, 2020 (2am-6am)	house, funky house, deep house	21+	Housebroken Events	https://www.facebook.com/events/415144562456922/
Honey Soundsystem President's Day Sunday 	Audio (San Francisco)	Sun: Feb 16, 2020 (9pm-4am)	house	$10-20 | 21+		https://www.residentadvisor.net/events/1328177
AC Slater // Hi8 Tour 	Park Ultra Lounge (Sacramento)	Thu: Feb 20, 2020 (9pm-2am)	bass house, electro house	$12 | 21+	Midnite Events	https://www.eventbrite.com/e/ac-slater-tickets-75043070845
AC Slater 	Regency Ballroom (San Francisco)	Fri: Feb 21, 2020 (9pm)	bass house, electro house	$25-30 | 18+	Goldenvoice	https://www.axs.com/events/383951/ac-slater-tickets
Robot Ears: Drumcell 	F8 1192 Folsom (San Francisco)	Fri: Feb 21, 2020 (9pm-4am)	techno	$15 pre | 21+		https://www.residentadvisor.net/events/1341595
Galantis 	Bill Graham Civic Auditorium (San Francisco)	Fri: Feb 28, 2020 (8pm)		$49.5 | 18+		https://www.ticketmaster.com/galantis-san-francisco-california-02-28-2020/event/1C005752EEE38B4F
Bag Raiders 	The Independent (San Francisco)	Fri: Feb 28, 2020 (9pm)	pop EDM, synthpop	$23 | 21+	Noise Pop Festival 2020	https://www.ticketweb.com/event/bag-raiders-the-independent-tickets/10096505
Chaos In The Cbd + Kornel Kovacs, Baltra 	The Great Northern (San Francisco)	Fri: Feb 28, 2020 (9pm-3am)	funky house, deep house	$20-25 | 21+	Noise Pop	https://www.eventbrite.com/e/chaos-in-the-cbd-kornel-kovacs-baltra-tickets-80954305507
Maya Jane Coles 	1015 Folsom (San Francisco)	Fri: Feb 28, 2020 (10pm-3am)	deep house, tech house	$15 | 21+	Noise Pop	https://www.eventbrite.com/e/maya-jane-coles-at-1015-folsom-tickets-77953891187
Jacques Greene 	Starline Social Club (Oakland)	Sat: Feb 29, 2020 (9pm-2am)	house	$17-24 | 18+	Noise Pop	https://www.eventbrite.com/e/jacques-greene-tickets-76381321589
Dombresky 	August Hall (San Francisco)	Fri: Mar 6, 2020 (10pm)	bass house, electro house, funky house	$20 | 21+		https://www.ticketweb.com/event/dombresky-at-august-hall-august-hall-tickets/10099165
Anamanaguchi 	August Hall (San Francisco)	Sat: Mar 7, 2020 (8pm)	chiptune	$20 | All ages	August Hall	https://www.ticketweb.com/event/anamanaguchi-august-hall-tickets/10022595
Peekaboo: The Impossible Tour w/ISOxo 	The Regency Ballroom (San Francisco)	Fri: Mar 13, 2020 (9pm)	dubstep, bass music	$18-28 | 18+	Goldenvoice	https://www.axs.com/events/385382/peekaboo-tickets?cid=aff_fb-oea-official-102180
Destructo - Twisted Tour 2020 	The Great Northern (San Francisco)	Fri: Mar 13, 2020 (9:30pm-2am)	hip-hop, trap, house	$20 pre | 21+	The Great Northern	https://www.residentadvisor.net/events/1351084
Marquee Madness 2020 	On One Studios (San Jose)	Sat: Mar 14, 2020 (3:30pm-8:30pm)	house dance	$20 pre/$25 | All ages		https://www.facebook.com/events/770064730092867/
Dan Deacon 	Harlow's (Sacramento)	Mon: Mar 16, 2020 (7pm)	synthpop, experimental, leftfield	$16 | 21+		https://www.showclix.com/event/dan-deacon
Suicide Commando 	Elbo Room Jack London (Oakland)	Sat: Mar 21, 2020 (8:30pm-2am)	EBM, industrial, electro	$25 | 21+	Bodyshock	https://www.eventbrite.com/e/suicide-commando-in-oakland-tickets-81619031721
Ben Bohmer (Live) 	Audio (San Francisco)	Fri: Apr 3, 2020 (9:30pm-2:30am)	progressive house, tech house	$15-20 | 21+		https://www.eventbrite.com/e/ben-bohmer-live-tickets-76861042447
L'Imperatrice 	Fox Theater (Oakland)	Thu: Apr 16, 2020 (8pm)	pop, disco, electro	$27.5 | 18+		https://www.ticketmaster.com/limperatrice-matahari-world-tour-2020-oakland-california-04-16-2020/event/1C005738B7018BE4
Excision 	Bill Graham Civic Auditorium (San Francisco)	Fri: Apr 17, 2020 (7pm)	dubstep	$55 | 18+		https://www.ticketmaster.com/excision-san-francisco-california-04-17-2020/event/1C005775AA8D4D73
Floating Points - Live 	Gray Area (San Francisco)	Fri: Apr 17, 2020 (9pm-2am)	experimental, leftfield, house	$25-30 | 21+	15Utah, DJ Dials	https://www.eventbrite.com/e/floating-points-live-tickets-76480937543
Excision 	Bill Graham Civic Auditorium (San Francisco)	Sat: Apr 18, 2020 (7pm)	dubstep	$55 | 18+		https://www.ticketmaster.com/excision-san-francisco-california-04-18-2020/event/1C005775AA914D76
Squarepusher 	The Midway (San Francisco)	Fri: Apr 24, 2020 (9pm-2am)	drum and bass, IDM, breaks, experimental	$30-40 | 21+		https://www.axs.com/artists/122677/squarepusher-tickets
Aurora: Vaughn, Tape Ghost, Lindsey Herbert, JX-216, Max Gardner, Kudeki 	TBA (Oakland)	Sat: Apr 25, 2020 (9pm-5am)	techno		DEFSF	https://www.facebook.com/events/534529550731635/
DMVU & Tvboo - Eat My Sass Tour 	The Great Northern (San Francisco)	Thu: Apr 30, 2020 (10pm-2am)	hybrid trap, dubstep, bass music	$15-25 | 21+	The Great Northern	https://www.eventbrite.com/e/dmvu-tvboo-eat-my-sass-tour-san-francisco-tickets-83222730427
Dead Can Dance 	The Masonic (San Francisco)	Thu: May 7, 2020 (8pm)	ambient, modern classical	$235+		http://concerts.livenation.com/event/1C005744A2083501
Little Dragon 	Fox Theater (Oakland)	Fri: May 8, 2020 (8pm)	trip-hop, synthpop, downtempo, dream pop	18+		https://www.ticketmaster.com/little-dragon-oakland-california-05-08-2020/event/1C005752E814888B
Nicola Cruz (DJ Set) 	1015 Folsom (San Francisco)	Fri: May 8, 2020 (10pm-3am)	progressive house, tech house, techno, experimental	$20-30 | 21+		https://www.eventbrite.com/e/nicola-cruz-dj-set-at-1015-folsom-tickets-82725719855
